code,nameHeb,pronaunce,district,shire,naturalArea,monicipal,metro,religion,population,jewsAndOthers,jews,arabs,estbYear,type,ITM,altitude,orgazinationRelated,plansComit,policeArea,year,nameEng,localCuncil,name,lat,long
1068,אדמית,ADAMIT,2,24,244,4,,1,209,209,183,,1958,330,15,2199777600,409,201,10004302,2018,Adamit,212,Adamit,33.078842,35.20951
1123,אדרת,ADDERET,1,11,112,26,444,1,848,848,848,,1961,310,1,1995861869,396,151,15000597,2018,Adderet,,Adderet,31.659715,34.99444
446,אודים,UDIM,4,41,411,19,141,1,1375,1375,1338,,1948,310,10,1858268581,10,401,15000060,2018,Udim,,Udim,32.266865,34.846995
4010,אודם,ODEM,2,29,292,71,,1,139,139,136,,1976,320,6,2702878880,1019,219,10004579,2018,Odem,211,Odem,33.1933716,35.7495651
1046,אוהד,OHAD,6,62,622,38,,1,407,389,387,18,1969,310,1,1458057199,131,651,10001893,2018,Ohad,620,Ohad,31.238436,34.431893
2710,אום אל-פחם,UMM AL-FAHM,3,32,323,0,,2,55182,44,21,55138,,250,,2145171399,139,354,10004249,2018,Umm al-Fahm,,Umm al-Fahm,32.517127,35.148529
2024,אום אל-קוטוף,UMM AL-QUTUF,3,32,323,14,,2,1093,,,1093,,450,,2055370835,89,351,10004233,2018,Umm Al-Qutuf,,Umm Al-Qutuf,32.468084,35.059149
1358,אום בטין,UMM BATIN,6,62,623,69,342,2,4093,13,12,4080,,290,,1886757656,310,624,10001937,2018,Umm Batin,610,Umm Batin,31.2767437,34.8829215
1108,אומן,OMEN,2,23,234,8,,1,368,368,342,,1958,350,,2230271878,64,204,10004394,2018,Omen,213,Omen,32.564279,35.241941
680,אומץ,OMEZ,4,41,412,16,141,1,832,831,820,1,1949,310,1,1996969743,27,409,15000060,2018,Omez,,Omez,32.369216,34.993129
31,אופקים,OFAQIM,6,62,622,0,,1,29021,28820,26936,201,1955,160,,1638257979,113,601,10001893,2018,Ofaqim,620,Ofaqim,31.311337,34.622824
1294,אור הגנוז,OR HAGANUZ,2,21,212,2,,1,548,548,548,,1989,320,11,2421276781,716,209,10004528,2018,Or HaGanuz,211,Or HaGanuz,33.005183,35.446736
67,אור הנר,OR HANER,6,61,614,37,,1,754,754,726,,1957,330,15,1620260736,44,651,10001829,2018,Or HaNer,620,Or HaNer,31.556197,34.602305
2400,אור יהודה,OR YEHUDA,5,52,512,0,122,1,36864,36805,36041,59,1950,160,,1863265962,1,510,10001516,2018,Or Yehuda,,Or Yehuda,32.029748,34.856173
1020,אור עקיבא,OR AQIVA,3,32,324,0,,1,18236,18143,16787,93,1951,170,,1927371262,10,353,10004261,2018,Or Aqiva,,Or Aqiva,32.509965,34.920394
780,אורה,ORA,1,11,111,26,444,1,1337,1334,1279,3,1950,310,1,2145762903,734,151,10002521,2018,Ora,,Ora,31.752109,35.150165
2012,אורות,OROT,6,61,611,33,143,1,507,507,502,,1952,310,1,1749262782,40,616,10001821,2018,Orot,420,Orot,31.740364,34.7356
4013,אורטל,ORTAL,2,29,292,71,,1,343,343,343,,1978,330,15,2712077700,859,219,10004579,2018,Ortal,211,Ortal,33.086236,35.758661
403,אורים,URIM,6,62,622,38,,1,493,492,456,1,1946,330,15,1545457936,93,651,10001893,2018,Urim,620,Urim,31.304094,34.524868
882,אורנים,ORANIM,3,31,311,12,222,1,179,95,94,84,1951,340,,2104973529,43,301,10004207,2018,Oranim,,Oranim,32.711224,35.109579
3760,אורנית,ORANIT,7,73,,99,145,1,8807,8797,8678,10,1985,180,,1995467087,60,718,10003262,2018,Oranit,,Oranit,32.131924,34.99081
278,אושה,USHA,3,31,311,12,222,1,492,492,481,,1937,330,15,2110474459,19,301,10004207,2018,Usha,,Usha,32.796458,35.114584
565,אזור,AZOR,5,53,513,99,123,1,12854,12822,12084,32,1948,170,,1819465899,19,509,10001430,2018,Azor,,Azor,32.0245041,34.8058575
1157,אחווה,AHAWA,6,61,611,33,143,1,351,351,341,,1976,350,,1782062796,60,616,10001821,2018,Ahawa,420,Ahawa,31.7776829,35.2241978
821,אחוזם,AHUZZAM,6,61,612,50,,1,544,538,525,6,1950,310,2,1782260687,160,634,10001813,2018,Ahuzzam,,Ahuzzam,31.552682,34.770151
1330,אחוזת ברק,AHUZZAT BARAQ,2,23,234,9,,1,2256,2256,2197,,1998,190,,2320072762,129,254,10004394,2018,Ahuzzat Baraq,213,Ahuzzat Baraq,32.643101,35.338893
785,אחיהוד,AHIHUD,2,24,246,4,241,1,868,868,859,,1950,310,1,2165275698,20,201,10004315,2018,Ahihud,212,Ahihud,32.907405,35.171715
850,אחיטוב,AHITUV,4,41,412,16,141,1,1099,1099,1089,,1951,310,1,1993269934,39,409,15000060,2018,Ahituv,,Ahituv,32.387701,34.990826
804,אחיסמך,AHISAMAKH,4,43,432,25,142,1,1374,1374,1372,,1950,310,1,1914164919,58,424,10002261,2018,Ahisamakh,,Ahisamakh,31.931906,34.908576
797,אחיעזר,AHI'EZER,4,43,432,40,133,1,1872,1871,1865,1,1950,310,2,1879365441,40,425,10002261,2018,Ahi'ezer,,Ahi'ezer,31.981671,34.871821
965,אטרש (שבט),ATRASH,6,62,623,,,3,,,,,,460,,1940057520,,699,10001937,2018,Atrash,,Atrash,31.264619,34.948587
338,איבים,IBBIM,6,61,614,37,,1,277,277,40,,1991,340,,1629760477,69,651,10001829,2018,Ibbim,620,Ibbim,31.533597,34.609697
716,אייל,EYAL,4,42,421,20,141,1,522,522,515,,1949,330,15,1982567982,67,417,10002155,2018,Eyal,,Eyal,32.210711,34.978259
77,איילת השחר,AYYELET HASHAHAR,2,21,211,1,,1,1134,1134,1082,,1918,330,15,2541976987,143,253,10004540,2018,Ayyelet HaShahar,211,Ayyelet HaShahar,33.021115,35.576732
294,אילון,ELON,2,24,244,4,,1,1020,1014,987,6,1938,330,15,2206177423,217,201,10004302,2018,Elon,212,Elon,33.062526,35.219162
1126,אילות,ELOT,6,62,625,53,,1,317,312,294,5,1962,330,15,1960538819,41,608,10001955,2018,Elot,,Elot,29.580548,34.963023
49,אילנייה,ILANIYYA,2,22,222,3,,1,490,484,463,6,1902,310,10,2384773998,199,206,10004552,2018,Ilaniyya,214,Ilaniyya,32.753908,35.408188
2600,אילת,ELAT,6,62,625,0,,1,51935,49675,41906,2260,1951,150,,1941738510,-5,602,10001955,2018,Elat,,Elat,29.557669,34.951925
1336,אירוס,IRUS,4,44,442,27,143,1,622,622,615,,2013,370,,1790064853,29,456,15002488,2018,Irus,,Irus,31.9285746,34.7766539
3762,איתמר,ITAMAR,7,72,,72,,1,1238,1237,1236,1,1984,370,11,2292167559,561,710,10003262,2018,Itamar,,Itamar,32.173869,35.308029
37,איתן,ETAN,6,61,612,34,,1,456,456,454,,1955,310,2,1761460898,150,631,10001813,2018,Etan,,Etan,31.572213,34.747909
886,איתנים,ETANIM,1,11,111,26,444,1,80,75,75,5,1952,340,,2091163181,683,151,15000597,2018,Etanim,,Etanim,31.7789,35.095169
478,אכסאל,IKSAL,2,23,237,99,,2,14500,6,1,14494,,270,,2307173191,90,257,10004394,2018,Iksal,213,Iksal,32.682085,35.320743
1339,אל -עזי,AL-AZY,6,61,611,35,,2,188,1,1,187,,450,,1809962556,80,632,10001821,2018,Al-Azy,420,Al-Azy,31.718868,34.814254
1316,אל -עריאן,AL-ARYAN,3,32,323,14,,2,191,,,191,,450,,2120271154,344,351,10004233,2018,Al-Aryan,,Al-Aryan,32.498076,35.125094
4003,אל -רום,EL-ROM,2,29,292,71,,1,392,392,375,,1971,330,15,2723178736,1039,219,10004579,2018,El-Rom,211,El-Rom,33.180519,35.770095
1359,אל סייד,AL SAYYID,6,62,623,69,342,2,5663,11,11,5652,,280,,1917857711,350,624,10001937,2018,Al Sayyid,610,Al Sayyid,31.281719,34.916298
1145,אלומה,ALUMMA,6,61,611,34,,1,514,514,514,,1965,350,,1757561777,80,631,10001813,2018,Alumma,,Alumma,31.652041,34.742872
330,אלומות,ALUMMOT,2,22,221,6,,1,410,409,400,1,1941,330,15,2515173475,-8,214,10004552,2018,Alummot,214,Alummot,32.706628,35.546088
1182,אלון הגליל,ALLON HAGALIL,2,23,237,9,242,1,1115,1115,1108,,1980,310,1,2208574025,160,254,10004497,2018,Allon HaGalil,213,Allon HaGalil,32.756874,35.220294
3579,אלון מורה,ELON MORE,7,72,,72,,1,1946,1946,1945,,1979,370,11,2314668228,551,710,10003262,2018,Elon More,,Elon More,32.234418,35.331201
3604,אלון שבות,ALLON SHEVUT,7,76,,76,445,1,3151,3151,3148,,1970,190,,2120261805,927,714,15000586,2018,Allon Shevut,,Allon Shevut,31.654871,35.125256
429,אלוני אבא,ALLONE ABBA,2,23,237,9,242,1,991,991,990,,1948,320,6,2162873720,120,254,10004411,2018,Allone Abba,213,Allone Abba,32.730945,35.172028
4017,אלוני הבשן,ALLONE HABASHAN,2,29,292,71,,1,445,445,444,,1981,320,2,2786977222,930,219,10004579,2018,Allone HaBashan,211,Allone HaBashan,33.044087,35.838507
868,אלוני יצחק,ALLONE YIZHAQ,3,32,324,14,,1,302,298,221,4,1949,340,,2006271295,54,351,10004333,2018,Allone Yizhaq,,Allone Yizhaq,32.509997,35.0052
285,אלונים,ALLONIM,2,23,235,9,242,1,504,504,494,,1938,330,15,2139173611,70,254,10004411,2018,Allonim,213,Allonim,32.721459,35.143399
4002,אלי-עד,ELI-AD,2,29,294,71,,1,401,401,385,,1968,310,1,2691974579,346,219,10004579,2018,Eli-Ad,211,Eli-Ad,32.806583,35.736575
1365,אליאב,ELIAV,6,61,612,50,,1,427,427,427,,2013,370,,1934260408,335,634,10001813,2018,Eliav,,Eliav,31.530203,34.928414
41,אליכין,ELYAKHIN,4,41,411,99,141,1,3486,3483,3446,3,1950,190,,1931870156,25,457,10004261,2018,Elyakhin,,Elyakhin,32.407659,34.925028
1248,אליפז,ELIFAZ,6,62,625,53,,1,152,145,119,7,1982,330,15,2007941184,112,608,10001955,2018,Elifaz,,Elifaz,29.796248,35.012094
730,אליפלט,ELIFELET,2,21,213,55,,1,633,633,626,,1949,310,1,2515276149,284,253,10004540,2018,Elifelet,211,Elifelet,32.947834,35.548516
682,אליקים,ELYAQIM,2,23,236,13,,1,888,888,879,,1949,310,1,2065872642,209,254,10004394,2018,Elyaqim,213,Elyaqim,32.633345,35.067613
204,אלישיב,ELYASHIV,4,41,411,16,141,1,733,733,727,,1933,310,7,1917069855,10,409,15000060,2018,Elyashiv,,Elyashiv,32.380196,34.909945
841,אלישמע,ELISHAMA,4,42,421,20,142,1,1199,1198,1191,1,1951,310,1,1934267328,24,417,10002133,2018,Elishama,,Elishama,32.154778,34.930461
1125,אלמגור,ALMAGOR,2,22,221,6,,1,389,389,377,,1961,310,1,2566875753,-74,214,10004552,2018,Almagor,214,Almagor,32.912709,35.60231
3556,אלמוג,ALMOG,7,75,,74,,1,253,252,246,1,1977,330,15,2437863294,-296,713,10003314,2018,Almog,,Almog,31.790034,35.461968
1309,אלעד,EL'AD,4,42,422,0,142,1,47866,47866,47847,,1998,160,,1960566200,50,422,10002168,2018,El'ad,,El'ad,32.04953,34.95075
3618,אלעזר,EL'AZAR,7,76,,76,445,1,2510,2510,2506,,1975,190,,2135261872,873,714,15000586,2018,El'azar,,El'azar,31.659676,35.143074
3750,אלפי מנשה,ALFE MENASHE,7,73,,99,145,1,7865,7864,7589,1,1983,180,,2014467560,70,703,10003262,2018,Alfe Menashe,,Alfe Menashe,32.170631,35.014858
603,אלקוש,ELQOSH,2,24,244,52,,1,292,292,291,,1949,310,1,2306077091,600,255,10004484,2018,Elqosh,212,Elqosh,33.034294,35.326348
3560,אלקנה,ELQANA,7,73,,99,145,1,3812,3812,3807,,1977,190,,2036366868,153,702,10003262,2018,Elqana,,Elqana,32.110566,35.032054
772,אמונים,EMUNIM,6,61,611,33,143,1,979,979,963,,1950,310,1,1694062801,30,616,10001821,2018,Emunim,420,Emunim,31.743885,34.674492
1064,אמירים,AMIRIM,2,21,212,2,,1,837,836,786,1,1950,310,1,2425676027,443,209,10004528,2018,Amirim,211,Amirim,32.937351,35.450365
1253,אמנון,AMNUN,2,21,213,55,,1,319,319,309,,1983,310,6,2537975663,-55,253,10004540,2018,Amnun,211,Amnun,32.904989,35.571136
23,אמציה,AMAZYA,6,61,612,50,,1,353,349,346,4,1955,320,9,1918460450,330,634,10001813,2018,Amazya,,Amazya,31.531176,34.914463
4012,אניעם,ANI'AM,2,29,293,71,,1,531,531,516,,1978,310,1,2695476260,389,219,10004579,2018,Ani'am,211,Ani'am,32.956638,35.739718
960,אסד (שבט),ASAD,6,62,623,,,3,,,,,,460,,1880058150,,699,10001937,2018,Asad,,Asad,32.93445,35.268394
3754,אספר,ASFAR,7,77,,76,,1,835,835,835,,1983,370,8,2178461041,891,714,15000586,2018,Asfar,,Asfar,31.586152,35.187594
529,אעבלין,I'BILLIN,2,24,241,99,241,2,13128,17,3,13111,,270,,2176474799,19,261,10004497,2018,I'billin,,I'billin,32.821799,35.19012
963,אעצם (שבט),A'SAM,6,62,623,,,3,,,,,,460,,1910056100,,699,15003711,2018,A'sam,,A'sam,40.7102476,-74.2136147
959,אפיניש (שבט),AFEINISH,6,62,623,,,3,,,,,,460,,1990058000,,699,10001937,2018,Afaynish,,Afaynish,_,_
4301,אפיק,AFIQ,2,29,294,71,,1,329,329,289,,1967,330,15,2660674275,309,219,10004579,2018,Afiq,211,Afiq,32.779428,35.702994
176,אפיקים,AFIQIM,2,22,221,6,,1,1494,1490,1427,4,1932,330,15,2544973191,-202,214,10004552,2018,Afiqim,214,Afiqim,32.680564,35.57773
313,אפק,AFEQ,2,24,246,4,241,1,684,671,665,13,1939,330,15,2122974931,11,201,10004207,2018,Afeq,212,Afeq,32.838316,35.12778
3650,אפרת,EFRAT,7,76,,99,445,1,10088,10088,10064,,1980,170,,2149861904,667,704,15000586,2018,Efrat,,Efrat,31.653589,35.149934
701,ארבל,ARBEL,2,22,222,3,,1,738,738,729,,1949,310,1,2456774647,20,206,10004552,2018,Arbel,214,Arbel,32.8241667,35.4986111
3598,ארגמן,ARGAMAN,7,75,,75,,1,133,133,130,,1968,310,9,2495167550,-200,712,10003262,2018,Argaman,,Argaman,32.17334,35.522285
714,ארז,EREZ,6,61,614,37,,1,517,517,506,,1949,330,15,1588860773,30,651,10001829,2018,Erez,620,Erez,31.55984,34.564889
3570,אריאל,ARI'EL,7,73,,0,145,1,20456,19866,16191,590,1978,160,,2178666790,350,701,10003262,2018,Ari'el,,Ari'el,32.104637,35.174514
1324,ארסוף,ARSUF,4,41,411,19,141,1,166,166,147,,1995,350,,1828768007,28,401,15000060,2018,Arsuf,,Arsuf,32.212841,34.815977
71,אשבול,ESHBOL,6,62,621,42,,1,635,635,631,,1955,310,1,1683959504,158,651,10001930,2018,Eshbol,620,Eshbol,31.445516,34.666654
1276,אשבל,ESHBAL,2,24,241,56,241,1,125,124,120,1,1979,330,10,2288975354,245,205,10004513,2018,Eshbal,210,Eshbal,32.876984,35.30601
70,אשדוד,ASHDOD,6,61,613,0,143,1,224628,224328,201388,300,1955,130,,1668963375,-14,603,10001836,2018,Ashdod,,Ashdod,31.804381,34.655314
199,אשדות יעקב (איחוד),ASHDOT YA'AQOV(IHUD),2,22,221,6,,1,981,978,950,3,1933,330,15,2547172936,-206,214,10004552,2018,Ashdot Ya'aqov(Ihud),214,Ashdot Ya'aqov(Ihud),32.65877,35.579637
188,אשדות יעקב (מאוחד),ASHDOT YA'AQOV(ME'UHAD),2,22,221,6,,1,513,509,476,4,1933,330,15,2549172982,-200,214,10004552,2018,Ashdot Ya'aqov(Me'uhad),214,Ashdot Ya'aqov(Me'uhad),32.664808,35.582769
1188,אשחר,ESHHAR,2,24,241,56,241,1,918,917,908,1,1986,370,13,2284175455,334,205,10004513,2018,Eshhar,210,Eshhar,32.885084,35.299622
3722,אשכולות,ESHKOLOT,7,77,,78,,1,567,567,563,,1982,370,11,1909858882,498,715,15003512,2018,Eshkolot,,Eshkolot,31.391171,34.904856
2021,אשל הנשיא,ESHEL HANASI,6,62,622,42,344,1,355,355,342,,1952,340,,1711958167,180,651,10001893,2018,Eshel HaNasi,620,Eshel HaNasi,31.326828,34.697497
1152,אשלים,ASHALIM,6,62,626,48,,1,550,548,525,2,1976,370,19,1713254166,320,620,10001918,2018,Ashalim,610,Ashalim,30.964245,34.699674
7100,אשקלון,ASHQELON,6,61,614,0,,1,140968,140648,122393,320,1948,140,,1596761983,-3,604,10001805,2018,Ashqelon,,Ashqelon,31.6687885,34.5742523
1256,אשרת,ASHERAT,2,24,245,4,,1,549,548,536,1,1983,370,13,2148876406,30,201,10004302,2018,Asherat,212,Asherat,32.971645,35.1557
740,אשתאול,ESHTA'OL,1,11,112,26,444,1,1252,1252,1226,,1949,310,1,2009563206,241,151,15000597,2018,Eshta'ol,,Eshta'ol,31.780385,35.010102
6000,באקה אל-גרביה,BAQA AL-GHARBIYYE,3,32,324,0,,2,29393,30,13,29363,,260,,2041570285,40,354,15002436,2018,Baqa Al-Gharbiyye,,Baqa Al-Gharbiyye,32.422891,35.035764
21,באר אורה,BE'ER ORA,6,62,625,53,,1,965,937,866,28,1950,370,19,1983840251,99,608,10001955,2018,Be'er Ora,,Be'er Ora,29.710166,34.987218
1376,באר גנים,BE'ER GANNIM,6,61,614,36,,1,1295,1295,1292,,2012,370,,1629762325,28,633,10001805,2018,Be'er Gannim,,Be'er Gannim,31.700354,34.610934
155,באר טוביה,BE'ER TOVIYYA,6,61,611,33,143,1,1214,1214,1197,,1930,310,1,1738362694,40,616,10001821,2018,Be'er Toviyya,420,Be'er Toviyya,31.737127,34.72557
2530,באר יעקב,BE'ER YA'AQOV,4,43,432,99,133,1,26122,26004,25133,118,1907,160,,1849465002,49,455,10002228,2018,Be'er Ya'aqov,,Be'er Ya'aqov,31.943507,34.83904
1278,באר מילכה,BE'ER MILKA,6,62,626,48,,1,189,189,189,,2006,310,1,1432753827,197,620,10001918,2018,Be'er Milka,610,Be'er Milka,30.934112,34.405643
9000,באר שבע,BE'ER SHEVA,6,62,623,0,310,1,209002,203622,181644,5380,1948,130,,1796357355,196,605,10001900,2018,Be'er Sheva,,Be'er Sheva,31.252973,34.791462
450,בארות יצחק,BE'EROT YIZHAQ,4,42,422,25,142,1,420,420,417,,1948,330,3,1916866088,49,424,10002116,2018,Be'erot Yizhaq,,Be'erot Yizhaq,32.042025,34.910221
697,בארותיים,BE'EROTAYIM,4,41,412,16,141,1,1154,1154,1139,,1949,310,1,1986369200,27,409,15000060,2018,Be'erotayim,,Be'erotayim,32.321039,34.98343
399,בארי,BE'ERI,6,62,622,38,,1,1037,1037,990,,1946,330,15,1516259265,80,651,10001893,2018,Be'eri,620,Be'eri,31.424513,34.492567
559,בוסתן הגליל,BUSTAN HAGALIL,2,24,246,4,241,1,1305,1302,1265,3,1948,310,10,2080476169,-2,201,10004315,2018,Bustan HaGalil,212,Bustan HaGalil,32.948636,35.080688
482,בועיינה-נוג'ידאת,BU'EINE-NUJEIDAT,2,25,237,99,,2,9645,14,4,9631,,280,,2348174591,150,251,10004552,2018,Bu'eine-Nujeidat,214,Bu'eine-Nujeidat,32.807711,35.36527
4001,בוקעאתא,BUQ'ATA,2,29,292,99,,2,6528,,,6528,,280,,2730078971,990,256,10004579,2018,Buq'ata,211,Buq'ata,33.2026572,35.7767723
698,בורגתה,BURGETA,4,41,411,16,141,1,1120,1119,1112,1,1949,310,1,1966969241,27,409,15000060,2018,Burgeta,,Burgeta,32.325972,34.963848
2043,בחן,BAHAN,4,41,412,16,141,1,1054,1049,1025,5,1953,330,15,2019669523,50,409,10002155,2018,Bahan,,Bahan,32.351831,35.018542
762,בטחה,BITHA,6,62,622,42,344,1,789,787,781,2,1950,310,1,1650258264,108,651,10001893,2018,Bitha,620,Bitha,31.333869,34.634318
234,ביצרון,BIZZARON,6,61,611,33,143,1,1267,1267,1260,,1935,310,1,1744563381,40,616,10001821,2018,Bizzaron,420,Bizzaron,31.7949517,34.7293463
998,ביר אל-מכסור,BIR EL-MAKSUR,2,24,241,99,241,2,9317,6,,9311,,280,,2211374310,170,261,10004497,2018,Bir El-Maksur,310,Bir El-Maksur,32.777291,35.220571
1348,ביר הדאג',BIR HADAGE,6,62,626,68,,2,5735,16,14,5719,,280,,1714554846,260,624,10001918,2018,Bir Hadage,610,Bir Hadage,31.02316,34.709138
368,בירייה,BIRIYYA,2,21,212,2,,1,843,843,840,,1945,350,,2471076480,751,209,10004528,2018,Biriyya,211,Biriyya,32.978108,35.503096
317,בית אורן,BET OREN,3,32,322,15,223,1,467,454,442,13,1939,330,15,2008573740,338,303,10004171,2018,Bet Oren,,Bet Oren,32.731601,35.00632
3574,בית אל,BET EL,7,74,,99,445,1,6042,6042,6027,,1977,180,,2212164987,799,711,10003299,2018,Bet El,,Bet El,31.9416,35.222734
562,בית אלעזרי,BET EL'AZARI,4,44,441,28,143,1,1563,1563,1553,,1948,310,1,1814663909,40,456,15002488,2018,Bet El'azari,420,Bet El'azari,31.844717,34.806627
95,בית אלפא,BET ALFA,2,23,232,8,,1,692,690,646,2,1922,330,15,2407871368,-93,204,10004568,2018,Bet Alfa,213,Bet Alfa,32.516357,35.430499
3652,בית אריה,BET ARYE,7,74,,99,145,1,5139,5139,4983,,1981,180,,2048666000,160,719,10004054,2018,Bet Arye,,Bet Arye,32.040059,35.049472
1076,בית ברל,BET BERL,4,42,421,20,141,1,208,160,147,48,1947,340,,1932267865,60,417,10002133,2018,Bet Berl,,Bet Berl,32.1997359,34.9260732
480,בית ג'ן,BEIT JANN,2,24,243,99,,2,11864,1,,11863,,270,,2357076326,730,258,10004465,2018,Beit Jann,212,Beit Jann,32.965655,35.381268
619,בית גוברין,BET GUVRIN,6,61,612,35,,1,426,426,422,,1949,330,15,1901861345,240,632,10001813,2018,Bet Guvrin,420,Bet Guvrin,31.61288,34.895568
571,בית גמליאל,BET GAMLI'EL,4,44,441,29,143,1,1019,1013,1013,6,1949,310,2,1775164051,23,456,15002488,2018,Bet Gamli'el,420,Bet Gamli'el,31.856128,34.760947
466,בית דגן,BET DAGAN,4,43,432,99,133,1,7211,7203,7091,8,1948,180,,1840765643,27,455,10002207,2018,Bet Dagan,,Bet Dagan,32.0017816,34.8297087
